name,address,phone,website,plus_code,lat,lon,result_index,area,city,location_type,source_file,formatted_address,vicinity,place_id,rating,user_ratings_total,types,osm_display_name,osm_place_id,photon_source
Gandhibagh Park,"RQGX+V7Q, Gandhi Bagh, Tarapur, Silchar, Assam 788001",,,RQGX+V7Q,24.8270921,92.798397,1,parks Tarapur,silchar,it,results_it_parks_Tarapur_Silchar.json,,,,,,,,,photon.komoot.io
Annapurna Park,"RQMW+8G2, Tarapur, Silchar, Assam 788001",,,RQMW+8G2,24.8283093,92.7873196,4,parks Tarapur,silchar,it,results_it_parks_Tarapur_Silchar.json,,,,,,,,,photon.komoot.io
BBCI PARK,"5P7X+MGQ, Bishnu Rabha Nagar, Ulubari, Guwahati, Assam 781016",,,5P7X+MGQ,26.1734102,91.7595108,1,parks Ulubari,guwahati,it,results_it_parks_Ulubari_Guwahati.json,,,,,,,,,photon.komoot.io
Nehru Park,"Cotton University Rd, Pan Bazaar, Guwahati, Assam 781001",,gmda.assam.gov.in,"5PQX+C2 Guwahati, Assam",26.1872842,91.7466963,2,parks Ulubari,guwahati,it,results_it_parks_Ulubari_Guwahati.json,,,,,,,"Cotton University, Ananda Ram Baruah Road, Pan Bazar, Guwahati, Kamrup Metropolitan, Assam, 781015, India",223479060.0,
Jorpukhuri Park,"5QQ3+CG9, Uzan Bazar, Guwahati, Assam 781001",,,5QQ3+CG9,26.19187435,91.7556458,3,parks Ulubari,guwahati,it,results_it_parks_Ulubari_Guwahati.json,,,,,,,,,photon.komoot.io
Dighalipukhuri Park,"Dighalipukhuri, Guwahati, Assam 781001",,,"5QP2+9G Guwahati, Assam",26.1858579,91.7505141,4,parks Ulubari,guwahati,it,results_it_parks_Ulubari_Guwahati.json,,,,,,,"Dighalipukhuri Road, Pan Bazar, Guwahati, Kamrup Metropolitan, Assam, 781015, India",222418835.0,
Dighalipukhuri Park,"Dighalipukhuri, Guwahati, Assam 781001",,,"5QP2+9G Guwahati, Assam",26.1858579,91.7505141,3,parks Uzan Bazaar,guwahati,it,results_it_parks_Uzan_Bazaar_Guwahati.json,,,,,,,"Dighalipukhuri Road, Pan Bazar, Guwahati, Kamrup Metropolitan, Assam, 781015, India",222418835.0,
Jorpukhuri Park,"5QQ3+CG9, Uzan Bazar, Guwahati, Assam 781001",,,5QQ3+CG9,26.19187435,91.7556458,4,parks Uzan Bazaar,guwahati,it,results_it_parks_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
River Side Park,"Fancy Bazaar, Guwahati, Assam 781001",0361 254 7102,,"5PMP+6W Guwahati, Assam",26.1799322,91.7362163,5,parks Uzan Bazaar,guwahati,it,results_it_parks_Uzan_Bazaar_Guwahati.json,,,,,,,"Fancy Bazaar, Guwahati, Kamrup Metropolitan, Assam, 781015, India",224480646.0,
Assam State Zoo cum Botanical Garden,"RG Baruah Rd, Guwahati, Assam 781005",096789 80344,assamstatezoo.in,"5Q7J+CH Guwahati, Assam",26.184757069821995,91.75678388165696,1,parks Zoo Road,guwahati,it,results_it_parks_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
Jayanta Hazarika Memorial Park,"5QMG+G8C, Bamunimaidan, Guwahati, Assam 781003",,,5QMG+G8C,26.1852211,91.7886629,4,parks Zoo Road,guwahati,it,results_it_parks_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
Thirst Stop,"Sonai Road, Kanakpur, Silchar, Assam 788006",099548 94299,instagram.com,"QRV4+GM Silchar, Assam",24.781225337224537,92.81394229184868,2,bars Ambicapatty,silchar,juice,results_juice_bars_Ambicapatty_Silchar.json,,,,,,,,,photon.komoot.io
Thanda wanda,"Nag Naha Ln, Ambicapatty, Silchar, Assam 788004",097072 85107,,"RQCX+X5 Silchar, Assam",24.821558566187328,92.79767729108347,3,bars Ambicapatty,silchar,juice,results_juice_bars_Ambicapatty_Silchar.json,,,,,,,,,photon.komoot.io
Thirst Stop,"Sonai Road, Kanakpur, Silchar, Assam 788006",099548 94299,instagram.com,"QRV4+GM Silchar, Assam",24.781225337224537,92.81394229184868,2,bars Badarpur,silchar,juice,results_juice_bars_Badarpur_Silchar.json,,,,,,,,,photon.komoot.io
Rainbow,"Badarpur, Assam 788806",086383 62971,,"VH92+7J Badarpur, Assam",24.8199645,92.4916764,5,bars Badarpur,silchar,juice,results_juice_bars_Badarpur_Silchar.json,,,,,,,"Badarpur, Karimganj, Assam, 788806, India",223861774.0,
Baeblenders,"Assam Trunk Rd, Nagaon, Assam 782001",060029 04861,,"9M4R+2X Nagaon, Assam",26.3482238,92.6858215,1,bars Bordowa,nagaon,juice,results_juice_bars_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Juice Villa,"L K Road MC BG Road, Assam 782001",094358 22180,,"9M6P+27 Nagaon, Assam",27.48629680013181,94.91616445599114,4,bars Bordowa,nagaon,juice,results_juice_bars_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Juice Station,"E Amolapatty, Nagaon, Assam 782001",,,"9M4Q+4R Nagaon, Assam",26.360184,92.690182,6,bars Bordowa,nagaon,juice,results_juice_bars_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Baeblenders,"Assam Trunk Rd, Nagaon, Assam 782001",060029 04861,,"9M4R+2X Nagaon, Assam",26.3482238,92.6858215,1,bars Dhing,nagaon,juice,results_juice_bars_Dhing_Nagaon.json,,,,,,,,,photon.komoot.io
Junmoon Enterprises,"Nagaon Rd, Dhing, Nagaon, Assam 782123",070020 36933,,"FF5J+PX Dhing, Assam",26.4582273,92.4819173,2,bars Dhing,nagaon,juice,results_juice_bars_Dhing_Nagaon.json,,,,,,,,,photon.komoot.io
Mehedul Enterprises,"Market, Dhing, Nagaon, Assam 782123",091266 27511,,"FF6M+C4 Dhing, Assam",26.4582273,92.4819173,3,bars Dhing,nagaon,juice,results_juice_bars_Dhing_Nagaon.json,,,,,,,,,photon.komoot.io
Bishwajit Store,"Dhing Rd, Market, Nagaon, Dhing, Assam 782123",084728 06921,,"FF5M+74 Nagaon, Assam",26.4582273,92.4819173,4,bars Dhing,nagaon,juice,results_juice_bars_Dhing_Nagaon.json,,,,,,,,,photon.komoot.io
Thirst Stop,"Sonai Road, Kanakpur, Silchar, Assam 788006",099548 94299,instagram.com,"QRV4+GM Silchar, Assam",24.781225337224537,92.81394229184868,1,bars Dolu Lake surroundings,silchar,juice,results_juice_bars_Dolu_Lake_surroundings_Silchar.json,,,,,,,,,photon.komoot.io
Thanda wanda,"Nag Naha Ln, Ambicapatty, Silchar, Assam 788004",097072 85107,,"RQCX+X5 Silchar, Assam",24.821558566187328,92.79767729108347,4,bars Dolu Lake surroundings,silchar,juice,results_juice_bars_Dolu_Lake_surroundings_Silchar.json,,,,,,,,,photon.komoot.io
N.K Juice Shop,"09, Duliajan Oil Town, Duliajan, Assam 786602",070612 94091,,"984H+CQ Duliajan Oil Town, Duliajan, Assam",27.35927345,95.32383063180812,1,bars Duliajan,dibrugarh,juice,results_juice_bars_Duliajan_Dibrugarh.json,,,,,,,,,photon.komoot.io
Mrs. Boby Gogoi,"Even Road, Percy Evens Rd, near S.B I, Duliajan Oil Town, Duliajan, Dibrugarh, Assam 786602",060010 50385,,"984G+44 Duliajan, Assam",27.355336246738155,95.31734108110558,6,bars Duliajan,dibrugarh,juice,results_juice_bars_Duliajan_Dibrugarh.json,,,,,,,,,photon.komoot.io
Zongki Panoi Bar and Restaurant,"Duliajan-Dibrugarh Rd, Duliajan, 1 No. Dulia, Assam 786602",070023 25621,,"9857+5G Duliajan, Assam",27.3559134,95.3192307,8,bars Duliajan,dibrugarh,juice,results_juice_bars_Duliajan_Dibrugarh.json,,,,,,,,,photon.komoot.io
Thirst Stop,"Sonai Road, Kanakpur, Silchar, Assam 788006",099548 94299,instagram.com,"QRV4+GM Silchar, Assam",24.781225337224537,92.81394229184868,1,bars Gandhibag Park area,silchar,juice,results_juice_bars_Gandhibag_Park_area_Silchar.json,,,,,,,,,photon.komoot.io
Thanda wanda,"Nag Naha Ln, Ambicapatty, Silchar, Assam 788004",097072 85107,,"RQCX+X5 Silchar, Assam",24.821558566187328,92.79767729108347,3,bars Gandhibag Park area,silchar,juice,results_juice_bars_Gandhibag_Park_area_Silchar.json,,,,,,,,,photon.komoot.io
Baeblenders,"Assam Trunk Rd, Nagaon, Assam 782001",060029 04861,,"9M4R+2X Nagaon, Assam",26.3482238,92.6858215,1,bars Haibargaon,nagaon,juice,results_juice_bars_Haibargaon_Nagaon.json,,,,,,,,,photon.komoot.io
Juice Station,"E Amolapatty, Nagaon, Assam 782001",,,"9M4Q+4R Nagaon, Assam",26.360184,92.690182,4,bars Haibargaon,nagaon,juice,results_juice_bars_Haibargaon_Nagaon.json,,,,,,,,,photon.komoot.io
Thirst Stop,"Sonai Road, Kanakpur, Silchar, Assam 788006",099548 94299,instagram.com,"QRV4+GM Silchar, Assam",24.781225337224537,92.81394229184868,1,bars Janiganj Bazaar,silchar,juice,results_juice_bars_Janiganj_Bazaar_Silchar.json,,,,,,,,,photon.komoot.io
iFruit,"Janiganj Bazar, Kanakpur, Silchar, Assam 788001",,instagram.com,"RRG2+9W Silchar, Assam",24.824012949177614,92.80128472057451,2,bars Janiganj Bazaar,silchar,juice,results_juice_bars_Janiganj_Bazaar_Silchar.json,,,,,,,,,photon.komoot.io
Thanda wanda,"Nag Naha Ln, Ambicapatty, Silchar, Assam 788004",097072 85107,,"RQCX+X5 Silchar, Assam",24.821558566187328,92.79767729108347,5,bars Janiganj Bazaar,silchar,juice,results_juice_bars_Janiganj_Bazaar_Silchar.json,,,,,,,,,photon.komoot.io
Baeblenders,"Assam Trunk Rd, Nagaon, Assam 782001",060029 04861,,"9M4R+2X Nagaon, Assam",26.3482238,92.6858215,1,bars Kaliabor,nagaon,juice,results_juice_bars_Kaliabor_Nagaon.json,,,,,,,,,photon.komoot.io
Juice Villa,"L K Road MC BG Road, Assam 782001",094358 22180,,"9M6P+27 Nagaon, Assam",27.48629680013181,94.91616445599114,5,bars Kaliabor,nagaon,juice,results_juice_bars_Kaliabor_Nagaon.json,,,,,,,,,photon.komoot.io
Baeblenders,"Assam Trunk Rd, Nagaon, Assam 782001",060029 04861,,"9M4R+2X Nagaon, Assam",26.3482238,92.6858215,2,bars Kampur,nagaon,juice,results_juice_bars_Kampur_Nagaon.json,,,,,,,,,photon.komoot.io
Thirst Stop,"Sonai Road, Kanakpur, Silchar, Assam 788006",099548 94299,instagram.com,"QRV4+GM Silchar, Assam",24.781225337224537,92.81394229184868,1,bars Khaspur,silchar,juice,results_juice_bars_Khaspur_Silchar.json,,,,,,,,,photon.komoot.io
Thanda wanda,"Nag Naha Ln, Ambicapatty, Silchar, Assam 788004",097072 85107,,"RQCX+X5 Silchar, Assam",24.821558566187328,92.79767729108347,3,bars Khaspur,silchar,juice,results_juice_bars_Khaspur_Silchar.json,,,,,,,,,photon.komoot.io
iFruit,"Janiganj Bazar, Kanakpur, Silchar, Assam 788001",,instagram.com,"RRG2+9W Silchar, Assam",24.824012949177614,92.80128472057451,5,bars Khaspur,silchar,juice,results_juice_bars_Khaspur_Silchar.json,,,,,,,,,photon.komoot.io
Baeblenders,"Assam Trunk Rd, Nagaon, Assam 782001",060029 04861,,"9M4R+2X Nagaon, Assam",26.3482238,92.6858215,1,bars Raha,nagaon,juice,results_juice_bars_Raha_Nagaon.json,,,,,,,,,photon.komoot.io
Juice Station,"E Amolapatty, Nagaon, Assam 782001",,,"9M4Q+4R Nagaon, Assam",26.360184,92.690182,3,bars Raha,nagaon,juice,results_juice_bars_Raha_Nagaon.json,,,,,,,,,photon.komoot.io
Baeblenders,"Assam Trunk Rd, Nagaon, Assam 782001",060029 04861,,"9M4R+2X Nagaon, Assam",26.3482238,92.6858215,1,bars Samaguri,nagaon,juice,results_juice_bars_Samaguri_Nagaon.json,,,,,,,,,photon.komoot.io
Juice Station,"E Amolapatty, Nagaon, Assam 782001",,,"9M4Q+4R Nagaon, Assam",26.360184,92.690182,5,bars Samaguri,nagaon,juice,results_juice_bars_Samaguri_Nagaon.json,,,,,,,,,photon.komoot.io
Sip Up,"5M5W+FR2, Maligaon Chariali, Maligaon, Guwahati, Assam 781011",,,5M5W+FR2,26.1498442,91.670981,6,bars Samaguri,nagaon,juice,results_juice_bars_Samaguri_Nagaon.json,,,,,,,,,photon.komoot.io
The Greenhouse Cafe,"Six Mile, Guwahati, Assam 781006",080111 18041,sites.google.com,"4RM4+C3 Guwahati, Assam",26.1407074,91.8113148,6,bars Six Mile,guwahati,juice,results_juice_bars_Six_Mile_Guwahati.json,,,,,,,"Zero Gear, Chachal, Six Mile, Oppt' H.P. Petrol Pump, VIP Road, Jaya Nagar, Six Mile, Guwahati, Dispur, Kamrup Metropolitan, Assam, 781022, India",224493166.0,
Thirst Stop,"Sonai Road, Kanakpur, Silchar, Assam 788006",099548 94299,instagram.com,"QRV4+GM Silchar, Assam",24.781225337224537,92.81394229184868,1,bars Srikona Bara Bazaar,silchar,juice,results_juice_bars_Srikona_Bara_Bazaar_Silchar.json,,,,,,,,,photon.komoot.io
Thanda wanda,"Nag Naha Ln, Ambicapatty, Silchar, Assam 788004",097072 85107,,"RQCX+X5 Silchar, Assam",24.821558566187328,92.79767729108347,3,bars Srikona Bara Bazaar,silchar,juice,results_juice_bars_Srikona_Bara_Bazaar_Silchar.json,,,,,,,,,photon.komoot.io
Thirst Stop,"Sonai Road, Kanakpur, Silchar, Assam 788006",099548 94299,instagram.com,"QRV4+GM Silchar, Assam",24.781225337224537,92.81394229184868,1,bars Tarapur,silchar,juice,results_juice_bars_Tarapur_Silchar.json,,,,,,,,,photon.komoot.io
iFruit,"Janiganj Bazar, Kanakpur, Silchar, Assam 788001",,instagram.com,"RRG2+9W Silchar, Assam",24.824012949177614,92.80128472057451,2,bars Tarapur,silchar,juice,results_juice_bars_Tarapur_Silchar.json,,,,,,,,,photon.komoot.io
Thanda wanda,"Nag Naha Ln, Ambicapatty, Silchar, Assam 788004",097072 85107,,"RQCX+X5 Silchar, Assam",24.821558566187328,92.79767729108347,4,bars Tarapur,silchar,juice,results_juice_bars_Tarapur_Silchar.json,,,,,,,,,photon.komoot.io
,"2, Silchar, Assam 788001",093956 44268,,"RRH2+X2 Silchar, Assam",24.8016913,92.7960246,5,bars Tarapur,silchar,juice,results_juice_bars_Tarapur_Silchar.json,,,,,,,"Lane 2, Silchar, Cachar, Assam, 788014, India",223889922.0,
The Tea Story,"Latasil, Uzan Bazar, Guwahati, Assam 781001",085870 74356,,"5QV3+4C Guwahati, Assam",26.1823701,91.7501234,4,bars Uzan Bazaar,guwahati,juice,results_juice_bars_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
O Yes Juice,"RG Baruah Rd, Zoo Road Tiniali, Zoo Tiniali, Guwahati, Assam 781024",091013 92204,,"5QFG+MP Guwahati, Assam",26.17769011065146,91.77581460610313,4,bars Zoo Road,guwahati,juice,results_juice_bars_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
Juice Station,"Krishna Nagar, Chandmari, Guwahati, Assam 781003",,,"5QMF+FX Guwahati, Assam",26.1841165,91.7740906,5,bars Zoo Road,guwahati,juice,results_juice_bars_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
EAGLE,"near Bandhon Bank, opp. Axis Bank, Zoo Road Tiniali, Guwahati, Assam 781024",098640 71424,,"5QFG+XV Guwahati, Assam",26.1746328,91.7771619,6,bars Zoo Road,guwahati,juice,results_juice_bars_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
Mahima Library,"Station Rd, Tarapur, Silchar, Assam 788003",097061 19712,,"RQHQ+PV Silchar, Assam",24.8283977,92.7911996,1,Ambicapatty,silchar,libraries,results_libraries_Ambicapatty_Silchar.json,,,,,,,"TV Station Road, Tarapur, Silchar, Cachar, Assam, 788014, India",224087774.0,
Tarun Library,"Central Rd, Tarapur, Silchar, Assam 788001",,,"RRG2+J4 Silchar, Assam",24.8260912,92.8003441,2,Ambicapatty,silchar,libraries,results_libraries_Ambicapatty_Silchar.json,,,,,,,"Central Road, Tarapur, Silchar, Cachar, Assam, 788014, India",223159455.0,
Choudhury Library,"RRG2+H3R, Central Road, Silchar, Assam 788001",03842 261 689,,RRG2+H3R,24.826091195938847,92.8003441092127,4,Ambicapatty,silchar,libraries,results_libraries_Ambicapatty_Silchar.json,,,,,,,,,photon.komoot.io
Central library,"RQJX+FV9, Tarapur, Silchar, Assam 788001",,,RQJX+FV9,24.8283093,92.7873196,8,Ambicapatty,silchar,libraries,results_libraries_Ambicapatty_Silchar.json,,,,,,,,,photon.komoot.io
A.K Library Badarpur,"01, Srigouri, Assam 788806",070023 18638,,"VG58+HR Srigouri, Assam",24.8588902,92.5221133,2,Badarpur,silchar,libraries,results_libraries_Badarpur_Silchar.json,,,,,,,"Srigouri, Badarpur, Karimganj, Assam, 788806, India",223875707.0,
Swahid Bhawan & Public Library,"9M2P+FF3, Christianpatty, Nagaon, Assam 782001",,,9M2P+FF3,26.3510707,92.6878774,3,Bordowa,nagaon,libraries,results_libraries_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Dhing Public Library,"Dhing Chariali, Dhing, Assam 782123",,,"FF8F+QM Dhing, Assam",26.4582273,92.4819173,1,Dhing,nagaon,libraries,results_libraries_Dhing_Nagaon.json,,,,,,,,,photon.komoot.io
Tarun Library,"Central Rd, Tarapur, Silchar, Assam 788001",,,"RRG2+J4 Silchar, Assam",24.8260912,92.8003441,1,Dolu Lake surroundings,silchar,libraries,results_libraries_Dolu_Lake_surroundings_Silchar.json,,,,,,,"Central Road, Tarapur, Silchar, Cachar, Assam, 788014, India",223849055.0,
Choudhury Library,"RRG2+H3R, Central Road, Silchar, Assam 788001",03842 261 689,,RRG2+H3R,24.826091195938847,92.8003441092127,2,Dolu Lake surroundings,silchar,libraries,results_libraries_Dolu_Lake_surroundings_Silchar.json,,,,,,,,,photon.komoot.io
Central library,"RQJX+FV9, Tarapur, Silchar, Assam 788001",,,RQJX+FV9,24.8283093,92.7873196,3,Dolu Lake surroundings,silchar,libraries,results_libraries_Dolu_Lake_surroundings_Silchar.json,,,,,,,,,photon.komoot.io
Jagabandhu Library,"4891, Premtala Rd, Ambicapatty, Silchar, Assam 788001",099542 94646,,"RQCX+XJ Silchar, Assam",24.82144754720087,92.7986538404862,8,Dolu Lake surroundings,silchar,libraries,results_libraries_Dolu_Lake_surroundings_Silchar.json,,,,,,,,,photon.komoot.io
Mahima Library,"Station Rd, Tarapur, Silchar, Assam 788003",097061 19712,,"RQHQ+PV Silchar, Assam",24.8283977,92.7911996,2,Gandhibag Park area,silchar,libraries,results_libraries_Gandhibag_Park_area_Silchar.json,,,,,,,"TV Station Road, Tarapur, Silchar, Cachar, Assam, 788014, India",224087774.0,
Central library,"RQJX+FV9, Tarapur, Silchar, Assam 788001",,,RQJX+FV9,24.8283093,92.7873196,3,Gandhibag Park area,silchar,libraries,results_libraries_Gandhibag_Park_area_Silchar.json,,,,,,,,,photon.komoot.io
Choudhury Library,"RRG2+H3R, Central Road, Silchar, Assam 788001",03842 261 689,,RRG2+H3R,24.826091195938847,92.8003441092127,4,Gandhibag Park area,silchar,libraries,results_libraries_Gandhibag_Park_area_Silchar.json,,,,,,,,,photon.komoot.io
Tarun Library,"Central Rd, Tarapur, Silchar, Assam 788001",,,"RRG2+J4 Silchar, Assam",24.8260912,92.8003441,6,Gandhibag Park area,silchar,libraries,results_libraries_Gandhibag_Park_area_Silchar.json,,,,,,,"Central Road, Tarapur, Silchar, Cachar, Assam, 788014, India",223159455.0,
Swahid Bhawan & Public Library,"9M2P+FF3, Christianpatty, Nagaon, Assam 782001",,,9M2P+FF3,26.3510707,92.6878774,2,Haibargaon,nagaon,libraries,results_libraries_Haibargaon_Nagaon.json,,,,,,,,,photon.komoot.io
Central Library Khagarijan College,"Central Library, Khagarijan College, Ranthali, Assam 782001",096782 80328,,"8MPM+RV Ranthali, Assam",26.7569971,94.2042619027878,6,Haibargaon,nagaon,libraries,results_libraries_Haibargaon_Nagaon.json,,,,,,,,,photon.komoot.io
Tarun Library,"Central Rd, Tarapur, Silchar, Assam 788001",,,"RRG2+J4 Silchar, Assam",24.8260912,92.8003441,2,Janiganj Bazaar,silchar,libraries,results_libraries_Janiganj_Bazaar_Silchar.json,,,,,,,"Central Road, Tarapur, Silchar, Cachar, Assam, 788014, India",223849055.0,
Jagabandhu Library,"4891, Premtala Rd, Ambicapatty, Silchar, Assam 788001",099542 94646,,"RQCX+XJ Silchar, Assam",24.82144754720087,92.7986538404862,3,Janiganj Bazaar,silchar,libraries,results_libraries_Janiganj_Bazaar_Silchar.json,,,,,,,,,photon.komoot.io
Choudhury Library,"RRG2+H3R, Central Road, Silchar, Assam 788001",03842 261 689,,RRG2+H3R,24.826091195938847,92.8003441092127,4,Janiganj Bazaar,silchar,libraries,results_libraries_Janiganj_Bazaar_Silchar.json,,,,,,,,,photon.komoot.io
Mahima Library,"Station Rd, Tarapur, Silchar, Assam 788003",097061 19712,,"RQHQ+PV Silchar, Assam",24.8283977,92.7911996,5,Janiganj Bazaar,silchar,libraries,results_libraries_Janiganj_Bazaar_Silchar.json,,,,,,,"TV Station Road, Tarapur, Silchar, Cachar, Assam, 788014, India",223702317.0,
Central library,"RQJX+FV9, Tarapur, Silchar, Assam 788001",,,RQJX+FV9,24.8283093,92.7873196,7,Janiganj Bazaar,silchar,libraries,results_libraries_Janiganj_Bazaar_Silchar.json,,,,,,,,,photon.komoot.io
Central Library Khagarijan College,"Central Library, Khagarijan College, Ranthali, Assam 782001",096782 80328,,"8MPM+RV Ranthali, Assam",26.7569971,94.2042619027878,3,Kaliabor,nagaon,libraries,results_libraries_Kaliabor_Nagaon.json,,,,,,,,,photon.komoot.io
Swahid Bhawan & Public Library,"9M2P+FF3, Christianpatty, Nagaon, Assam 782001",,,9M2P+FF3,26.3510707,92.6878774,6,Kaliabor,nagaon,libraries,results_libraries_Kaliabor_Nagaon.json,,,,,,,,,photon.komoot.io
Choudhury Library,"RRG2+H3R, Central Road, Silchar, Assam 788001",03842 261 689,,RRG2+H3R,24.826091195938847,92.8003441092127,2,Khaspur,silchar,libraries,results_libraries_Khaspur_Silchar.json,,,,,,,,,photon.komoot.io
Tarun Library,"Central Rd, Tarapur, Silchar, Assam 788001",,,"RRG2+J4 Silchar, Assam",24.8260912,92.8003441,3,Khaspur,silchar,libraries,results_libraries_Khaspur_Silchar.json,,,,,,,"Central Road, Tarapur, Silchar, Cachar, Assam, 788014, India",223159455.0,
Mahima Library,"Station Rd, Tarapur, Silchar, Assam 788003",097061 19712,,"RQHQ+PV Silchar, Assam",24.8283977,92.7911996,6,Khaspur,silchar,libraries,results_libraries_Khaspur_Silchar.json,,,,,,,"TV Station Road, Tarapur, Silchar, Cachar, Assam, 788014, India",224087774.0,
Central library,"RQJX+FV9, Tarapur, Silchar, Assam 788001",,,RQJX+FV9,24.8283093,92.7873196,8,Khaspur,silchar,libraries,results_libraries_Khaspur_Silchar.json,,,,,,,,,photon.komoot.io
Raha College,"6G96+MP2, Raha Gaon, Nagaon, Assam 782103",,rahacollege.co.in,6G96+MP2,26.2287463,92.5085828,2,Raha,nagaon,libraries,results_libraries_Raha_Nagaon.json,,,,,,,,,photon.komoot.io
Swahid Bhawan & Public Library,"9M2P+FF3, Christianpatty, Nagaon, Assam 782001",,,9M2P+FF3,26.3510707,92.6878774,6,Raha,nagaon,libraries,results_libraries_Raha_Nagaon.json,,,,,,,,,photon.komoot.io
Swahid Bhawan & Public Library,"9M2P+FF3, Christianpatty, Nagaon, Assam 782001",,,9M2P+FF3,26.3510707,92.6878774,3,Rupohihat,nagaon,libraries,results_libraries_Rupohihat_Nagaon.json,,,,,,,,,photon.komoot.io
Tarun Library,"Central Rd, Tarapur, Silchar, Assam 788001",,,"RRG2+J4 Silchar, Assam",24.8260912,92.8003441,1,Srikona Bara Bazaar,silchar,libraries,results_libraries_Srikona_Bara_Bazaar_Silchar.json,,,,,,,"Central Road, Tarapur, Silchar, Cachar, Assam, 788014, India",223849055.0,
Jagabandhu Library,"4891, Premtala Rd, Ambicapatty, Silchar, Assam 788001",099542 94646,,"RQCX+XJ Silchar, Assam",24.82144754720087,92.7986538404862,3,Srikona Bara Bazaar,silchar,libraries,results_libraries_Srikona_Bara_Bazaar_Silchar.json,,,,,,,,,photon.komoot.io
Mahima Library,"Station Rd, Tarapur, Silchar, Assam 788003",097061 19712,,"RQHQ+PV Silchar, Assam",24.8283977,92.7911996,4,Srikona Bara Bazaar,silchar,libraries,results_libraries_Srikona_Bara_Bazaar_Silchar.json,,,,,,,"TV Station Road, Tarapur, Silchar, Cachar, Assam, 788014, India",223702317.0,
Central library,"RQJX+FV9, Tarapur, Silchar, Assam 788001",,,RQJX+FV9,24.8283093,92.7873196,5,Srikona Bara Bazaar,silchar,libraries,results_libraries_Srikona_Bara_Bazaar_Silchar.json,,,,,,,,,photon.komoot.io
Rabindra Library,"Assam University, Ramnagar, Silchar, Assam 788003",,,,24.6844556,92.7509561657829,6,Srikona Bara Bazaar,silchar,libraries,results_libraries_Srikona_Bara_Bazaar_Silchar.json,,,,,,,,,photon.komoot.io
Choudhury Library,"RRG2+H3R, Central Road, Silchar, Assam 788001",03842 261 689,,RRG2+H3R,24.826091195938847,92.8003441092127,7,Srikona Bara Bazaar,silchar,libraries,results_libraries_Srikona_Bara_Bazaar_Silchar.json,,,,,,,,,photon.komoot.io
Central library,"RQJX+FV9, Tarapur, Silchar, Assam 788001",,,RQJX+FV9,24.8283093,92.7873196,1,Tarapur,silchar,libraries,results_libraries_Tarapur_Silchar.json,,,,,,,,,photon.komoot.io
Tarun Library,"Central Rd, Tarapur, Silchar, Assam 788001",,,"RRG2+J4 Silchar, Assam",24.8260912,92.8003441,2,Tarapur,silchar,libraries,results_libraries_Tarapur_Silchar.json,,,,,,,"Central Road, Tarapur, Silchar, Cachar, Assam, 788014, India",223849055.0,
Choudhury Library,"RRG2+H3R, Central Road, Silchar, Assam 788001",03842 261 689,,RRG2+H3R,24.826091195938847,92.8003441092127,3,Tarapur,silchar,libraries,results_libraries_Tarapur_Silchar.json,,,,,,,,,photon.komoot.io
Mahima Library,"Station Rd, Tarapur, Silchar, Assam 788003",097061 19712,,"RQHQ+PV Silchar, Assam",24.8283977,92.7911996,5,Tarapur,silchar,libraries,results_libraries_Tarapur_Silchar.json,,,,,,,"TV Station Road, Tarapur, Silchar, Cachar, Assam, 788014, India",223702317.0,
Paradise Grand Lodge,"A T Road, Itachali, opposite Vishal Mega mart, Nagaon, Assam 782001",,facebook.com,"9M3V+WQ Nagaon, Assam",26.6266888,92.7901929,4,Bordowa,nagaon,lodges,results_lodges_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Paradise Grand Lodge,"A T Road, Itachali, opposite Vishal Mega mart, Nagaon, Assam 782001",,facebook.com,"9M3V+WQ Nagaon, Assam",26.6266888,92.7901929,1,Dhing,nagaon,lodges,results_lodges_Dhing_Nagaon.json,,,,,,,,,photon.komoot.io
Delight Guest House,"ADP Rd, Christianpatty, Nagaon, Assam 782001",097691 12406,,"9M2Q+JG Nagaon, Assam",26.3510707,92.6878774,4,Dhing,nagaon,lodges,results_lodges_Dhing_Nagaon.json,,,,,,,,,photon.komoot.io
SPOT ON Dream Lodge,"Metro Hospital, Dhing Road, Road, Nagaon, Assam 782002",0124 620 1318,oyorooms.com,"9M52+C8 Nagaon, Assam",26.1221319,91.8062693,5,Dhing,nagaon,lodges,results_lodges_Dhing_Nagaon.json,,,,,,,,,photon.komoot.io
