name,address,phone,website,plus_code,photon_source,lat,lon,result_index,area,city,location_type,source_file,formatted_address,vicinity,place_id,rating,user_ratings_total,types,osm_display_name,osm_place_id
Capital O 79563 Hotel Ambika Grand,,0124 620 1318,oyorooms.com,"5QH2+5J Guwahati, Assam",photon.komoot.io,26.1773549,91.7536964,6,Ulubari,guwahati,hotels,results_hotels_Ulubari_Guwahati.json,,,,,,,,
Hotel Parnil Palace Zoo Road Tiniali,,,oyorooms.com,"5QFG+QR Guwahati, Assam",photon.komoot.io,26.1753871,91.7774522,3,Zoo Road,guwahati,hotels,results_hotels_Zoo_Road_Guwahati.json,,,,,,,,
Frozen Icecream & Sweet Corn,,,,"RQ8R+FH Silchar, Assam",photon.komoot.io,24.7751968,92.79714034031554,2,cream parlors Ambicapatty,silchar,ice,results_ice_cream_parlors_Ambicapatty_Silchar.json,,,,,,,,
IceKimo Icecream Factory,,,,"RQHG+5P Silchar, Assam",,24.830302,92.7875689,3,cream parlors Ambicapatty,silchar,ice,results_ice_cream_parlors_Ambicapatty_Silchar.json,,,,,,,"Bhasha Shahid, Tarapur, Silchar, Cachar, Assam, 788014, India",224184690.0
iFruit,,,instagram.com,"RRG2+9W Silchar, Assam",photon.komoot.io,24.824012949177614,92.80128472057451,4,cream parlors Ambicapatty,silchar,ice,results_ice_cream_parlors_Ambicapatty_Silchar.json,,,,,,,,
Giani ice cream,,,,"4QCP+XV Guwahati, Assam",photon.komoot.io,26.1805978,91.753943,6,cream parlors Beltola,guwahati,ice,results_ice_cream_parlors_Beltola_Guwahati.json,,,,,,,,
Ice Cream,,084869 28069,,"8MWW+7F Nagaon, Assam",photon.komoot.io,26.3355371,92.7002765,4,cream parlors Bordowa,nagaon,ice,results_ice_cream_parlors_Bordowa_Nagaon.json,,,,,,,,
Taste Quest - The Amul Parlour,,,,5QHC+8P7,photon.komoot.io,26.17945703527568,91.77186910573695,6,cream parlors Chandmari,guwahati,ice,results_ice_cream_parlors_Chandmari_Guwahati.json,,,,,,,,
AMUL PARLOUR by Kalita Traders,,070020 56379,,"9M47+J4 Nagaon, Assam",photon.komoot.io,26.3561155,92.6648975,2,cream parlors Dhing,nagaon,ice,results_ice_cream_parlors_Dhing_Nagaon.json,,,,,,,,
Vinayak ice cream parlour,,086388 42648,,"FF5J+5R Dhing, Assam",,26.4582273,92.4819173,6,cream parlors Dhing,nagaon,ice,results_ice_cream_parlors_Dhing_Nagaon.json,,,,,,,"Dhing, Nagaon, Assam, 782123, India",223403382.0
Amul Parlour,,,,5PPV+MHH,photon.komoot.io,26.1823701,91.7501234,6,cream parlors Fancy Bazaar,guwahati,ice,results_ice_cream_parlors_Fancy_Bazaar_Guwahati.json,,,,,,,,
Kulfi House,,097071 93172,,"5Q3H+WQ Guwahati, Assam",photon.komoot.io,26.1815474,91.7619396,1,cream parlors Ganeshguri,guwahati,ice,results_ice_cream_parlors_Ganeshguri_Guwahati.json,,,,,,,,
NIC Ice Creams Christian Basti,,,,5Q4H+C53,photon.komoot.io,26.1551026,91.78227004033737,3,cream parlors Ganeshguri,guwahati,ice,results_ice_cream_parlors_Ganeshguri_Guwahati.json,,,,,,,,
Waffle Stories,,099169 92866,wafflestories.in,"5Q3J+XQ Guwahati, Assam",photon.komoot.io,26.1551026,91.78227004033737,6,cream parlors Ganeshguri,guwahati,ice,results_ice_cream_parlors_Ganeshguri_Guwahati.json,,,,,,,,
Dalimi Sweets Hatigaon,,,,"4QJP+MG Guwahati, Assam",photon.komoot.io,26.14148455,91.67359539857134,4,cream parlors Hatigaon,guwahati,ice,results_ice_cream_parlors_Hatigaon_Guwahati.json,,,,,,,,
K B ' S,,,,"5PPV+3J Guwahati, Assam",,26.1856991,91.7443253,3,cream parlors Pan Bazaar,guwahati,ice,results_ice_cream_parlors_Pan_Bazaar_Guwahati.json,,,,,,,"Motilal Nehru Road, Pan Bazar, Guwahati, Kamrup Metropolitan, Assam, 781015, India",220513782.0
Giani Ice Cream,,098645 43533,,"JQJW+8V Tezpur, Assam",photon.komoot.io,26.6342195,92.7963070362718,3,cream parlors Samaguri,nagaon,ice,results_ice_cream_parlors_Samaguri_Nagaon.json,,,,,,,,
Sarmah Store,,088767 17990,,"CQ2R+54 Nagaon, Assam",photon.komoot.io,26.46765535,92.79251905,5,cream parlors Samaguri,nagaon,ice,results_ice_cream_parlors_Samaguri_Nagaon.json,,,,,,,,
Zoo indore,,,,5QFG+PMH,photon.komoot.io,26.17735385,91.77585205,3,cream parlors Zoo Road,guwahati,ice,results_ice_cream_parlors_Zoo_Road_Guwahati.json,,,,,,,,
LOKENATH ELECTRONICS,,,,"VH95+8Q Badarpur, Assam",photon.komoot.io,24.8695991,92.5570273,8,areas Badarpur,silchar,industrial,results_industrial_areas_Badarpur_Silchar.json,,,,,,,,
S M Enterprise,,083999 27822,,"FF5M+76 Dhing, Assam",photon.komoot.io,26.4582273,92.4819173,2,areas Dhing,nagaon,industrial,results_industrial_areas_Dhing_Nagaon.json,,,,,,,,
Meat Store,,,,"FF8F+8P Dhing, Assam",photon.komoot.io,26.4582273,92.4819173,3,areas Dhing,nagaon,industrial,results_industrial_areas_Dhing_Nagaon.json,,,,,,,,
SONA VETS PVT LTD DHING EC BROILR FARMS,,,,"FFM8+JR Lahkar Ghat, Assam",photon.komoot.io,26.422658,92.36396421648332,5,areas Dhing,nagaon,industrial,results_industrial_areas_Dhing_Nagaon.json,,,,,,,,
Industrial Machinery Spares,,097070 11428,industrialmachineryspares.co.in,"5PHR+7X Guwahati, Assam",photon.komoot.io,26.1786131509092,91.73439906998487,1,areas Fancy Bazaar,guwahati,industrial,results_industrial_areas_Fancy_Bazaar_Guwahati.json,,,,,,,,
Siotia Hardware and Engineering,,094351 48871,,"5PJQ+CV Guwahati, Assam",photon.komoot.io,26.1817549,91.7406799,2,areas Fancy Bazaar,guwahati,industrial,results_industrial_areas_Fancy_Bazaar_Guwahati.json,,,,,,,,
Surendra Steels Private Limited,,090850 97000,surendrasteels.com,"5PJQ+R6 Guwahati, Assam",photon.komoot.io,26.1817549,91.7406799,3,areas Fancy Bazaar,guwahati,industrial,results_industrial_areas_Fancy_Bazaar_Guwahati.json,,,,,,,,
Ashok Industrial Enterprise,,080 4895 4027,losio.in,"5PJR+49 Guwahati, Assam",photon.komoot.io,26.1817549,91.7406799,4,areas Fancy Bazaar,guwahati,industrial,results_industrial_areas_Fancy_Bazaar_Guwahati.json,,,,,,,,
GreenWave™ Nagaon,,081015 59957,letsgreenwave.com,"8MXH+86 Nagaon, Assam",photon.komoot.io,26.3514459,92.6750092,3,areas Haibargaon,nagaon,industrial,results_industrial_areas_Haibargaon_Nagaon.json,,,,,,,,
Khetulal Todi & Sons,,,,"9M2G+QJ Nagaon, Assam",,26.3514459,92.6750092,4,areas Haibargaon,nagaon,industrial,results_industrial_areas_Haibargaon_Nagaon.json,,,,,,,"Haibargaon, Nagaon, Assam, 782001, India",222661123.0
Kathmill Chariali,,,,"8MQM+PQ Nagaon, Assam",photon.komoot.io,26.3571901,92.6754505,5,areas Haibargaon,nagaon,industrial,results_industrial_areas_Haibargaon_Nagaon.json,,,,,,,,
MS MONORANJAN PAUL,,098591 29614,,"RRC2+M6 Silchar, Assam",photon.komoot.io,24.824012949177614,92.80128472057451,8,areas Janiganj Bazaar,silchar,industrial,results_industrial_areas_Janiganj_Bazaar_Silchar.json,,,,,,,,
ABBAS MACHINERY AND POWER TOOLS,,0361 254 0786,,"5PJW+3M Guwahati, Assam",photon.komoot.io,26.1784214,91.7520655,6,areas Paltan Bazaar,guwahati,industrial,results_industrial_areas_Paltan_Bazaar_Guwahati.json,,,,,,,,
Brahmaputra Udyog Pvt Ltd,,0361 260 1477,,"5PMV+MW Guwahati, Assam",,26.1856991,91.7443253,4,areas Pan Bazaar,guwahati,industrial,results_industrial_areas_Pan_Bazaar_Guwahati.json,,,,,,,"Motilal Nehru Road, Pan Bazar, Guwahati, Kamrup Metropolitan, Assam, 781015, India",224559589.0
HOMTEK INDIA GROUP,,097060 30263,chittchoreindia.com,"5PJP+QV Guwahati, Assam",photon.komoot.io,26.1823701,91.7501234,7,areas Pan Bazaar,guwahati,industrial,results_industrial_areas_Pan_Bazaar_Guwahati.json,,,,,,,,
"PP ENTERPRISES, Raha",,,,"6F7X+5X Dighali Ati, Assam",photon.komoot.io,26.50951515,91.1822979,5,areas Raha,nagaon,industrial,results_industrial_areas_Raha_Nagaon.json,,,,,,,,
Babul Industry,,088764 98681,,"8PWC+43 Dimoruguri, Assam",photon.komoot.io,26.1377744,91.7980388,2,areas Rupohihat,nagaon,industrial,results_industrial_areas_Rupohihat_Nagaon.json,,,,,,,,
Monsut Chem Industries,,093876 10809,monsutindustries.com,"4RQ6+HF Guwahati, Assam",photon.komoot.io,26.13282105,91.81267160008748,1,areas Six Mile,guwahati,industrial,results_industrial_areas_Six_Mile_Guwahati.json,,,,,,,,
M.P. Fabrication,,091015 35918,,"4RM4+C2 Guwahati, Assam",photon.komoot.io,26.14725255,91.81362718240864,5,areas Six Mile,guwahati,industrial,results_industrial_areas_Six_Mile_Guwahati.json,,,,,,,,
Resonance Foods,,,,"4RM3+4V Guwahati, Assam",photon.komoot.io,26.1355999,91.8084328,8,areas Six Mile,guwahati,industrial,results_industrial_areas_Six_Mile_Guwahati.json,,,,,,,,
Cachar Steel Co,,060018 94773,,"RQJW+HM Silchar, Assam",photon.komoot.io,24.8283093,92.7873196,4,areas Tarapur,silchar,industrial,results_industrial_areas_Tarapur_Silchar.json,,,,,,,,
Suniti Engineering Works,,091272 62574,,"RQ9W+8M Silchar, Assam",photon.komoot.io,24.8283093,92.7873196,8,areas Tarapur,silchar,industrial,results_industrial_areas_Tarapur_Silchar.json,,,,,,,,
Assam Keteki Tea,,097063 42330,assamketekitea.com,"5QV4+QR Guwahati, Assam",photon.komoot.io,26.19187435,91.7556458,5,areas Uzan Bazaar,guwahati,industrial,results_industrial_areas_Uzan_Bazaar_Guwahati.json,,,,,,,,
MICRO CENTER GUWAHATI,,,,"5Q8H+QH Guwahati, Assam",photon.komoot.io,26.1766174,91.7547535,4,areas Zoo Road,guwahati,industrial,results_industrial_areas_Zoo_Road_Guwahati.json,,,,,,,,
Green Park Building,,,,"4QPJ+7P Guwahati, Assam",photon.komoot.io,26.124568,91.7855427,1,parks Hatigaon,guwahati,it,results_it_parks_Hatigaon_Guwahati.json,,,,,,,,
to go someday,,,,4QCH+FJV,photon.komoot.io,26.1764006,91.7569564,5,parks Hatigaon,guwahati,it,results_it_parks_Hatigaon_Guwahati.json,,,,,,,,
Six mile bettary stand,,,,4RJ5+VHQ,photon.komoot.io,26.13282105,91.81267160008748,5,parks Six Mile,guwahati,it,results_it_parks_Six_Mile_Guwahati.json,,,,,,,,
Assam agro services,,,,"4RM5+RF Guwahati, Assam",photon.komoot.io,26.1135569,91.67852770794175,6,parks Six Mile,guwahati,it,results_it_parks_Six_Mile_Guwahati.json,,,,,,,,
Annapurna Park,,,,RQMW+8G2,photon.komoot.io,24.8283093,92.7873196,4,parks Tarapur,silchar,it,results_it_parks_Tarapur_Silchar.json,,,,,,,,
Jayanta Hazarika Memorial Park,,,,5QMG+G8C,photon.komoot.io,26.1852211,91.7886629,4,parks Zoo Road,guwahati,it,results_it_parks_Zoo_Road_Guwahati.json,,,,,,,,
Thirst Stop,,099548 94299,instagram.com,"QRV4+GM Silchar, Assam",photon.komoot.io,24.781225337224537,92.81394229184868,2,bars Ambicapatty,silchar,juice,results_juice_bars_Ambicapatty_Silchar.json,,,,,,,,
Thanda wanda,,097072 85107,,"RQCX+X5 Silchar, Assam",photon.komoot.io,24.821558566187328,92.79767729108347,3,bars Ambicapatty,silchar,juice,results_juice_bars_Ambicapatty_Silchar.json,,,,,,,,
Rainbow,,086383 62971,,"VH92+7J Badarpur, Assam",,24.8199645,92.4916764,5,bars Badarpur,silchar,juice,results_juice_bars_Badarpur_Silchar.json,,,,,,,"Badarpur, Karimganj, Assam, 788806, India",223861774.0
The Sugar Shake Juice,,070990 62315,,"4QFX+5M Guwahati, Assam",photon.komoot.io,26.1229512,91.7992441,4,bars Beltola,guwahati,juice,results_juice_bars_Beltola_Guwahati.json,,,,,,,,
Baeblenders,,060029 04861,,"9M4R+2X Nagaon, Assam",photon.komoot.io,26.3482238,92.6858215,1,bars Bordowa,nagaon,juice,results_juice_bars_Bordowa_Nagaon.json,,,,,,,,
Juice Villa,,094358 22180,,"9M6P+27 Nagaon, Assam",photon.komoot.io,27.48629680013181,94.91616445599114,4,bars Bordowa,nagaon,juice,results_juice_bars_Bordowa_Nagaon.json,,,,,,,,
Juice Station,,,,"9M4Q+4R Nagaon, Assam",photon.komoot.io,26.360184,92.690182,6,bars Bordowa,nagaon,juice,results_juice_bars_Bordowa_Nagaon.json,,,,,,,,
Fructoz,,091017 65649,,"5QP5+3X Guwahati, Assam",photon.komoot.io,26.1843424,91.7630711,2,bars Chandmari,guwahati,juice,results_juice_bars_Chandmari_Guwahati.json,,,,,,,,
Junmoon Enterprises,,070020 36933,,"FF5J+PX Dhing, Assam",photon.komoot.io,26.4582273,92.4819173,2,bars Dhing,nagaon,juice,results_juice_bars_Dhing_Nagaon.json,,,,,,,,
Mehedul Enterprises,,091266 27511,,"FF6M+C4 Dhing, Assam",photon.komoot.io,26.4582273,92.4819173,3,bars Dhing,nagaon,juice,results_juice_bars_Dhing_Nagaon.json,,,,,,,,
Bishwajit Store,,084728 06921,,"FF5M+74 Nagaon, Assam",photon.komoot.io,26.4582273,92.4819173,4,bars Dhing,nagaon,juice,results_juice_bars_Dhing_Nagaon.json,,,,,,,,
N.K Juice Shop,,070612 94091,,"984H+CQ Duliajan Oil Town, Duliajan, Assam",photon.komoot.io,27.35927345,95.32383063180812,1,bars Duliajan,dibrugarh,juice,results_juice_bars_Duliajan_Dibrugarh.json,,,,,,,,
Mrs. Boby Gogoi,,060010 50385,,"984G+44 Duliajan, Assam",photon.komoot.io,27.355336246738155,95.31734108110558,6,bars Duliajan,dibrugarh,juice,results_juice_bars_Duliajan_Dibrugarh.json,,,,,,,,
Lassi spot,,084864 17479,,"5PJQ+4Q Guwahati, Assam",photon.komoot.io,26.1817549,91.7406799,5,bars Fancy Bazaar,guwahati,juice,results_juice_bars_Fancy_Bazaar_Guwahati.json,,,,,,,,
Bhagi Juice Corner,,069014 96764,,"5PQX+7V Guwahati, Assam",photon.komoot.io,26.1823701,91.7501234,6,bars Fancy Bazaar,guwahati,juice,results_juice_bars_Fancy_Bazaar_Guwahati.json,,,,,,,,
Y'not Juice & Snacks,,,,5Q5F+VJM,photon.komoot.io,26.1552764,91.7788924,2,bars Ganeshguri,guwahati,juice,results_juice_bars_Ganeshguri_Guwahati.json,,,,,,,,
Juice & More,,070860 23233,,"4QCP+33 Guwahati, Assam",photon.komoot.io,26.120970589667216,91.79419438158682,3,bars Hatigaon,guwahati,juice,results_juice_bars_Hatigaon_Guwahati.json,,,,,,,,
Tiyansh Juice Bar & Bakery,,,,"4QCP+22 Guwahati, Assam",photon.komoot.io,26.11425820018476,91.78775104620064,5,bars Hatigaon,guwahati,juice,results_juice_bars_Hatigaon_Guwahati.json,,,,,,,,
Sip Up,,,,5M5W+FR2,photon.komoot.io,26.1498442,91.670981,6,bars Samaguri,nagaon,juice,results_juice_bars_Samaguri_Nagaon.json,,,,,,,,
AS01 JUICY VIBES,,070023 39855,,"4RQ6+MF Guwahati, Assam",photon.komoot.io,26.172266468232824,91.72626999285433,3,bars Six Mile,guwahati,juice,results_juice_bars_Six_Mile_Guwahati.json,,,,,,,,
The Greenhouse Cafe,,080111 18041,sites.google.com,"4RM4+C3 Guwahati, Assam",,26.1407074,91.8113148,6,bars Six Mile,guwahati,juice,results_juice_bars_Six_Mile_Guwahati.json,,,,,,,"Zero Gear, Chachal, Six Mile, Oppt' H.P. Petrol Pump, VIP Road, Jaya Nagar, Six Mile, Guwahati, Dispur, Kamrup Metropolitan, Assam, 781022, India",223100505.0
FOODIE JUNCTION,,070021 06501,,"5QC6+MF Guwahati, Assam",photon.komoot.io,26.17440009544765,91.76759398921246,2,bars Ulubari,guwahati,juice,results_juice_bars_Ulubari_Guwahati.json,,,,,,,,
The Tea Story,,085870 74356,,"5QV3+4C Guwahati, Assam",photon.komoot.io,26.1823701,91.7501234,4,bars Uzan Bazaar,guwahati,juice,results_juice_bars_Uzan_Bazaar_Guwahati.json,,,,,,,,
O Yes Juice,,091013 92204,,"5QFG+MP Guwahati, Assam",photon.komoot.io,26.17769011065146,91.77581460610313,4,bars Zoo Road,guwahati,juice,results_juice_bars_Zoo_Road_Guwahati.json,,,,,,,,
EAGLE,,098640 71424,,"5QFG+XV Guwahati, Assam",photon.komoot.io,26.1746328,91.7771619,6,bars Zoo Road,guwahati,juice,results_juice_bars_Zoo_Road_Guwahati.json,,,,,,,,
Mahima Library,,097061 19712,,"RQHQ+PV Silchar, Assam",,24.8283977,92.7911996,1,Ambicapatty,silchar,libraries,results_libraries_Ambicapatty_Silchar.json,,,,,,,"TV Station Road, Tarapur, Silchar, Cachar, Assam, 788014, India",224087774.0
Choudhury Library,,03842 261 689,,RRG2+H3R,photon.komoot.io,24.826091195938847,92.8003441092127,4,Ambicapatty,silchar,libraries,results_libraries_Ambicapatty_Silchar.json,,,,,,,,
Central library,,,,RQJX+FV9,photon.komoot.io,24.8283093,92.7873196,8,Ambicapatty,silchar,libraries,results_libraries_Ambicapatty_Silchar.json,,,,,,,,
A.K Library Badarpur,,070023 18638,,"VG58+HR Srigouri, Assam",,24.8588902,92.5221133,2,Badarpur,silchar,libraries,results_libraries_Badarpur_Silchar.json,,,,,,,"Srigouri, Badarpur, Karimganj, Assam, 788806, India",223875707.0
Gunabala Study Circle Reading Room and Library,,060028 75137,gunabalastudycircle.com,"4QCJ+4W Guwahati, Assam",photon.komoot.io,26.120647530890373,91.77640230157616,1,Beltola,guwahati,libraries,results_libraries_Beltola_Guwahati.json,,,,,,,,
GYAAN SHROT - Self study zone & Library,,093622 86652,,"4RG4+FC Guwahati, Assam",photon.komoot.io,26.18796165,91.76402369498707,7,Beltola,guwahati,libraries,results_libraries_Beltola_Guwahati.json,,,,,,,,
Swahid Bhawan & Public Library,,,,9M2P+FF3,photon.komoot.io,26.3510707,92.6878774,3,Bordowa,nagaon,libraries,results_libraries_Bordowa_Nagaon.json,,,,,,,,
Dhing Public Library,,,,"FF8F+QM Dhing, Assam",photon.komoot.io,26.4582273,92.4819173,1,Dhing,nagaon,libraries,results_libraries_Dhing_Nagaon.json,,,,,,,,
Jagabandhu Library,,099542 94646,,"RQCX+XJ Silchar, Assam",photon.komoot.io,24.82144754720087,92.7986538404862,8,Dolu Lake surroundings,silchar,libraries,results_libraries_Dolu_Lake_surroundings_Silchar.json,,,,,,,,
"Dr. Surya Kumar Bhuyan Library, Cotton University",,0361 260 6155,cottonuniversity.ac.in,5PPX+Q2P,photon.komoot.io,26.18494788395747,91.7408190981376,5,Fancy Bazaar,guwahati,libraries,results_libraries_Fancy_Bazaar_Guwahati.json,,,,,,,,
Bina Library,,,,"5PPX+64 Guwahati, Assam",photon.komoot.io,26.187897424030623,91.74459480730054,6,Fancy Bazaar,guwahati,libraries,results_libraries_Fancy_Bazaar_Guwahati.json,,,,,,,,
Library,,,,5PPV+399,photon.komoot.io,26.1823701,91.7501234,8,Fancy Bazaar,guwahati,libraries,results_libraries_Fancy_Bazaar_Guwahati.json,,,,,,,,
Central Library Khagarijan College,,096782 80328,,"8MPM+RV Ranthali, Assam",photon.komoot.io,26.7569971,94.2042619027878,6,Haibargaon,nagaon,libraries,results_libraries_Haibargaon_Nagaon.json,,,,,,,,
Pathfinder Library,,084474 46024,,"4Q7J+QH Guwahati, Assam",photon.komoot.io,26.11539739831712,91.7816979812592,2,Hatigaon,guwahati,libraries,results_libraries_Hatigaon_Guwahati.json,,,,,,,,
Rabindra Library,,,,,photon.komoot.io,24.6844556,92.7509561657829,6,Srikona Bara Bazaar,silchar,libraries,results_libraries_Srikona_Bara_Bazaar_Silchar.json,,,,,,,,
Library Hub,,098646 07577,,"5Q98+76 Guwahati, Assam",photon.komoot.io,26.1243167,91.8166564,2,Ulubari,guwahati,libraries,results_libraries_Ulubari_Guwahati.json,,,,,,,,
Hem Barua Library,,,,"5QH4+CQ Guwahati, Assam",photon.komoot.io,26.1782982,91.75751752411604,4,Ulubari,guwahati,libraries,results_libraries_Ulubari_Guwahati.json,,,,,,,,
Paradise Grand Lodge,,,facebook.com,"9M3V+WQ Nagaon, Assam",photon.komoot.io,26.6266888,92.7901929,4,Bordowa,nagaon,lodges,results_lodges_Bordowa_Nagaon.json,,,,,,,,
Anushree Lodge,,086380 05655,,"984F+2H Central Namghar, Duliajan, Assam",photon.komoot.io,27.3559134,95.3192307,2,Duliajan,dibrugarh,lodges,results_lodges_Duliajan_Dibrugarh.json,,,,,,,,
OYO 8326 Hotel The Silk Routee,,0124 620 1318,oyorooms.com,"5PJV+M5 Guwahati, Assam",photon.komoot.io,26.1817549,91.7406799,6,Fancy Bazaar,guwahati,lodges,results_lodges_Fancy_Bazaar_Guwahati.json,,,,,,,,
Om Lodge and Residency,,094350 73227,,"QQQV+RF Silchar, Assam",photon.komoot.io,24.7900403,92.7933525,4,Gandhibag Park area,silchar,lodges,results_lodges_Gandhibag_Park_area_Silchar.json,,,,,,,,
Hema Lodge,,,,"9M2H+73 Nagaon, Assam",photon.komoot.io,26.3514459,92.6750092,2,Haibargaon,nagaon,lodges,results_lodges_Haibargaon_Nagaon.json,,,,,,,,
Mi Casa Homestay,,093650 12853,micasahomestay.com,"4QJP+X2 Guwahati, Assam",photon.komoot.io,26.1291306,91.7794845,4,Hatigaon,guwahati,lodges,results_lodges_Hatigaon_Guwahati.json,,,,,,,,
Aatithya lodge,,,,"4QV8+RM Guwahati, Assam",photon.komoot.io,26.1445478,91.7666848,4,Kahilipara,guwahati,lodges,results_lodges_Kahilipara_Guwahati.json,,,,,,,,
PRANAMI LODGE,,093654 02434,,"88V9+FX Duliajan, Assam",photon.komoot.io,27.3603892,95.3227582,4,Naharkatia,dibrugarh,lodges,results_lodges_Naharkatia_Dibrugarh.json,,,,,,,,
Hotel Prince,,080117 71104,,78V6+HRG,photon.komoot.io,27.286295,95.3258308,5,Naharkatia,dibrugarh,lodges,results_lodges_Naharkatia_Dibrugarh.json,,,,,,,,
KRISHNA HOTEL,,097075 40888,,"78PC+XV Gethupathar, Assam",photon.komoot.io,27.181365405478616,95.10031979734258,6,Naharkatia,dibrugarh,lodges,results_lodges_Naharkatia_Dibrugarh.json,,,,,,,,
The Contour Hotel,,,thecontourhotel.com,"5QJ2+FG Guwahati, Assam",photon.komoot.io,26.1808629,91.7509751,5,Paltan Bazaar,guwahati,lodges,results_lodges_Paltan_Bazaar_Guwahati.json,,,,,,,,
ANANDA LODGE,,070862 91766,,5PMW+J67,photon.komoot.io,26.1823701,91.7501234,1,Pan Bazaar,guwahati,lodges,results_lodges_Pan_Bazaar_Guwahati.json,,,,,,,,
Hotel Monsoon Palace,,060031 18522,facebook.com,"5PPW+2X Guwahati, Assam",photon.komoot.io,26.1804599,91.7489366,5,Pan Bazaar,guwahati,lodges,results_lodges_Pan_Bazaar_Guwahati.json,,,,,,,,
Hotel Prag Continental,,088765 07135,hotelpragcontinental.com,"5PPV+GH Guwahati, Assam",,26.1856991,91.7443253,6,Pan Bazaar,guwahati,lodges,results_lodges_Pan_Bazaar_Guwahati.json,,,,,,,"Motilal Nehru Road, Pan Bazar, Guwahati, Kamrup Metropolitan, Assam, 781015, India",220513782.0
JIRONI Resort,,070023 31660,jironresort.com,"6F7X+5X Dighali Ati, Assam",,26.2193125,92.5130884,2,Raha,nagaon,lodges,results_lodges_Raha_Nagaon.json,,,,,,,"Raha College Road, Garhmari New Colony, Garhmari, Raha, Nagaon, Assam, 782103, India",223560802.0
Ashiyana lodge,,090850 77811,,4RJ5+Q79,photon.komoot.io,26.137239850188497,91.80990390996452,1,Six Mile,guwahati,lodges,results_lodges_Six_Mile_Guwahati.json,,,,,,,,
Pragati Lodge,,,,4RM5+264,photon.komoot.io,26.137239850188497,91.80990390996452,7,Six Mile,guwahati,lodges,results_lodges_Six_Mile_Guwahati.json,,,,,,,,
GHAR 365 Residency,,0361 233 0023,ghar365residency.in,"4RJ4+WJ Guwahati, Assam",photon.komoot.io,26.1309933,91.8071854,8,Six Mile,guwahati,lodges,results_lodges_Six_Mile_Guwahati.json,,,,,,,,
Srigouri Bazaar,,,,"VG7J+2M Srigouri, Assam",,24.8588902,92.5221133,7,Badarpur,silchar,markets,results_markets_Badarpur_Silchar.json,,,,,,,"Srigouri, Badarpur, Karimganj, Assam, 788806, India",224000228.0
Bamunimaidan Railway‌ Market Bazaar,,,,5QJM+R66,photon.komoot.io,26.1818507,91.7942583,4,Chandmari,guwahati,markets,results_markets_Chandmari_Guwahati.json,,,,,,,,
Dhing Weekly Market,,,,"FF4J+4V Sonari Gaon, Assam",photon.komoot.io,26.4042816,92.4826394,4,Dhing,nagaon,markets,results_markets_Dhing_Nagaon.json,,,,,,,,
Birbal Bazar,,093650 12788,,"QQQV+VH Silchar, Assam",photon.komoot.io,24.7900403,92.7933525,7,Gandhibag Park area,silchar,markets,results_markets_Gandhibag_Park_area_Silchar.json,,,,,,,,
Rahman Market,,,,"4QG9+XW Guwahati, Assam",photon.komoot.io,26.1361316,91.8040489,1,Hatigaon,guwahati,markets,results_markets_Hatigaon_Guwahati.json,,,,,,,,
Jitu Market,,,,"RQGX+WX Silchar, Assam",photon.komoot.io,24.8270921,92.798397,8,Janiganj Bazaar,silchar,markets,results_markets_Janiganj_Bazaar_Silchar.json,,,,,,,,
Mission Market,,099577 52346,,"9M2P+GG Nagaon, Assam",,26.3510264,92.6861919,8,Kaliabor,nagaon,markets,results_markets_Kaliabor_Nagaon.json,,,,,,,"Mission Market, Nagaon, Assam, 782001, India",223937717.0
P.KHATUN,,099572 92853,,"78PM+6H Naharkatia, Assam",photon.komoot.io,27.491798310243023,95.36443348236487,4,Naharkatia,dibrugarh,markets,results_markets_Naharkatia_Dibrugarh.json,,,,,,,,
SaiKia's Complex,,080116 61180,,"78PH+5M Naharkatia, Assam",photon.komoot.io,27.17872515,95.10945001039696,6,Naharkatia,dibrugarh,markets,results_markets_Naharkatia_Dibrugarh.json,,,,,,,,
Probir Market,,,,"5QJ2+63 Guwahati, Assam",photon.komoot.io,26.1786131509092,91.73439906998487,4,Paltan Bazaar,guwahati,markets,results_markets_Paltan_Bazaar_Guwahati.json,,,,,,,,
Paltan bazar,,,,"5PJX+7Q Guwahati, Assam",photon.komoot.io,26.180737,91.7505157,6,Paltan Bazaar,guwahati,markets,results_markets_Paltan_Bazaar_Guwahati.json,,,,,,,,
Borma Bazar,,,,"CRWP+F9 Bhagamur, Assam",photon.komoot.io,26.1352698,91.7655542,5,Samaguri,nagaon,markets,results_markets_Samaguri_Nagaon.json,,,,,,,,
H.K. Market,,,,4RJ5+W7X,photon.komoot.io,26.1355999,91.8084328,2,Six Mile,guwahati,markets,results_markets_Six_Mile_Guwahati.json,,,,,,,,
Organic Market Complex,,070860 79999,facebook.com,"4RM8+5J Guwahati, Assam",photon.komoot.io,26.133532316940013,91.82284309836233,3,Six Mile,guwahati,markets,results_markets_Six_Mile_Guwahati.json,,,,,,,,
VIP Road (Chachal Road) Market,,,,"4RM5+99 Guwahati, Assam",photon.komoot.io,26.137239850188497,91.80990390996452,5,Six Mile,guwahati,markets,results_markets_Six_Mile_Guwahati.json,,,,,,,,
Ahaana Bazaar,,078968 53514,google.com,"4RV6+5R Guwahati, Assam",photon.komoot.io,26.14725255,91.81362718240864,8,Six Mile,guwahati,markets,results_markets_Six_Mile_Guwahati.json,,,,,,,,
